subject_id,title,url,pub_info,tag,scraped
1019568,三国演义（全二册）,https://book.douban.com/subject/1019568/,[明] 罗贯中 / 人民文学出版社 / 1998-05 / 39.50元,经典,False
4908879,动物农场,https://book.douban.com/subject/4908879/,[英]乔治·奥威尔 / 荣如德、董乐山 / 上海译文出版社 / 2010-9 / 22.00元,经典,False
36062390,一句顶一万句,https://book.douban.com/subject/36062390/,刘震云 / 花城出版社 / 2022-8 / 68.00元,经典,False
1029553,西游记（全二册）,https://book.douban.com/subject/1029553/,吴承恩 / 黄肃秋 注释 / 人民文学出版社 / 2004-8 / 47.20元,经典,False
4908885,局外人,https://book.douban.com/subject/4908885/,[法] 阿尔贝·加缪 / 柳鸣九 / 上海译文出版社 / 2010-8 / 22.00元,经典,False
4820710,1984,https://book.douban.com/subject/4820710/,[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00,经典,False
34432750,额尔古纳河右岸,https://book.douban.com/subject/34432750/,迟子建 / 人民文学出版社 / 2019-6-1 / 32.00元,经典,False
24531956,哈利·波特,https://book.douban.com/subject/24531956/,J.K.罗琳 (J.K.Rowling) / 苏农、马爱农、马爱新 / 人民文学出版社 / 2008-12-1 / 498.00元,经典,False
1139360,毛泽东选集: 第一卷,https://book.douban.com/subject/1139360/,毛泽东 / 人民出版社 / 1991-6 / 40.00元,经典,False
30286914,基督山伯爵,https://book.douban.com/subject/30286914/,[法]大仲马 / 周克希 / 译林出版社 / 2018-10 / 138,经典,False
10554308,白夜行,https://book.douban.com/subject/10554308/,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2013-1-1 / 39.50元,经典,False
37013801,神曲: 插图珍藏版,https://book.douban.com/subject/37013801/,[意] 但丁、[英] 威廉·布莱克 / 王维克 / 江苏凤凰文艺出版社 / 2025-2 / 198.00元,经典,False
3183775,四世同堂,https://book.douban.com/subject/3183775/,老舍 / 北京十月文艺出版社 / 2008-07 / 36.00元,经典,False
24257229,鼠疫,https://book.douban.com/subject/24257229/,[法] 阿尔贝·加缪 / 刘方 / 上海译文出版社 / 2013-8 / 34.00元,经典,False
1054917,沧浪之水,https://book.douban.com/subject/1054917/,阎真 / 人民文学出版社 / 2001-10 / 26.00元,经典,False
35546622,置身事内: 中国政府与经济发展,https://book.douban.com/subject/35546622/,兰小欢 / 上海人民出版社 / 2021-8 / 65.00元,经典,False
